# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Apr 29 06:57:43 2016
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_bmassj:      Planet Mass or M*sin(i)[Jupiter mass]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN pl_name:        Planet Name
# COLUMN pl_massj:       Planet Mass [Jupiter mass]
#
rowid,pl_hostname,pl_letter,pl_orbper,pl_orbsmax,pl_orbeccen,pl_bmassj,st_dist,st_mass,pl_name,pl_massj
1530,Kepler-4,b,3.21346000,0.045600,0.000000,0.07700,550.00,1.22,Kepler-4 b,0.07700
1531,Kepler-40,b,6.87349000,0.080000,0.000000,2.20000,2700.00,1.48,Kepler-40 b,2.20000
1532,Kepler-400,b,9.02438900,0.087000,,,,,Kepler-400 b,
1533,Kepler-400,c,17.34082400,0.134000,,,,,Kepler-400 c,
1534,Kepler-401,b,14.38303500,0.122000,,,,,Kepler-401 b,
1535,Kepler-401,c,47.31821800,0.269000,,,,,Kepler-401 c,
1536,Kepler-402,b,4.02875100,0.051000,,,,,Kepler-402 b,
1537,Kepler-402,c,6.12482100,0.068000,,,,,Kepler-402 c,
1538,Kepler-402,d,8.92109900,0.087000,,,,,Kepler-402 d,
1539,Kepler-402,e,11.24286100,0.102000,,,,,Kepler-402 e,
1540,Kepler-403,b,7.03146200,0.076000,,,,,Kepler-403 b,
1541,Kepler-403,c,54.28074900,0.297000,,,,,Kepler-403 c,
1542,Kepler-404,b,11.82985100,0.102000,,,,,Kepler-404 b,
1543,Kepler-404,c,14.75116600,0.118000,,,,,Kepler-404 c,
1544,Kepler-405,b,10.61383900,0.095000,,,,,Kepler-405 b,
1545,Kepler-405,c,29.72668200,0.188000,,,,,Kepler-405 c,
1546,Kepler-406,b,2.42629000,,,0.02000,,1.07,Kepler-406 b,0.02000
1547,Kepler-406,c,4.62332000,,,0.00900,,1.07,Kepler-406 c,0.00900
1548,Kepler-407,b,0.66931000,,,0.00020,,1.00,Kepler-407 b,0.00020
1549,Kepler-407,c,3000.00000000,,,12.60000,,1.00,Kepler-407 c,12.60000
1550,Kepler-408,b,2.46502000,,,0.00200,,1.08,Kepler-408 b,0.00200
1551,Kepler-409,b,68.95840000,,,0.00800,,0.92,Kepler-409 b,0.00800
1552,Kepler-41,b,1.85555770,0.023960,,0.56000,770.00,1.12,Kepler-41 b,0.56000
1553,Kepler-410 A,b,17.83364800,0.122600,0.170000,,132.00,1.21,Kepler-410 A b,
1554,Kepler-411,b,3.00516000,0.038000,0.000000,,,0.83,Kepler-411 b,
1555,Kepler-412,b,1.72086040,0.028970,,0.94100,1056.00,1.17,Kepler-412 b,0.94100
1556,Kepler-413,b,66.26200000,0.355300,0.118100,0.21100,,0.82,Kepler-413 b,0.21100
1557,Kepler-414,b,4.70000000,,,0.01100,,0.89,Kepler-414 b,0.01100
1558,Kepler-414,c,7.17100000,,,0.09400,,0.89,Kepler-414 c,0.09400
1559,Kepler-415,b,4.17600000,,,0.37700,,0.67,Kepler-415 b,0.37700
1560,Kepler-415,c,8.70800000,,,,,0.67,Kepler-415 c,
1561,Kepler-416,b,6.31900000,,,0.18300,,1.00,Kepler-416 b,0.18300
1562,Kepler-416,c,12.20900000,,,,,1.00,Kepler-416 c,
1563,Kepler-417,b,12.33100000,,,0.03500,,0.90,Kepler-417 b,0.03500
1564,Kepler-417,c,15.94300000,,,,,0.90,Kepler-417 c,
1565,Kepler-418,b,86.67856000,,0.200000,1.10000,,0.98,Kepler-418 b,1.10000
1566,Kepler-419,b,69.75460000,0.370000,0.833000,2.50000,,1.39,Kepler-419 b,2.50000
1567,Kepler-419,c,675.47000000,1.680000,0.184000,7.30000,,1.39,Kepler-419 c,7.30000
1568,Kepler-42,b,1.21376720,0.011600,,,38.70,0.13,Kepler-42 b,
1569,Kepler-42,c,0.45328509,0.006000,,,38.70,0.13,Kepler-42 c,
1570,Kepler-42,d,1.86516900,0.015400,,,38.70,0.13,Kepler-42 d,
1571,Kepler-420,b,86.64766100,0.382000,0.772000,1.45000,900.00,0.99,Kepler-420 b,1.45000
1572,Kepler-421,b,704.19840000,1.219000,0.041000,,320.00,0.79,Kepler-421 b,
1573,Kepler-422,b,7.89144830,0.082000,,0.43000,,1.15,Kepler-422 b,0.43000
1574,Kepler-423,b,2.68432850,0.035850,0.019000,0.59500,725.00,0.85,Kepler-423 b,0.59500
1575,Kepler-424,b,3.31186440,0.044000,,1.03000,,1.01,Kepler-424 b,1.03000
1576,Kepler-424,c,223.30000000,0.730000,,6.97000,,1.01,Kepler-424 c,
1577,Kepler-425,b,3.79701816,0.046400,0.330000,0.25000,650.00,0.93,Kepler-425 b,0.25000
1578,Kepler-426,b,3.21751883,0.041400,0.180000,0.34000,880.00,0.91,Kepler-426 b,0.34000
1579,Kepler-427,b,10.29099400,0.091000,0.570000,0.29000,1100.00,0.96,Kepler-427 b,0.29000
1580,Kepler-428,b,3.52563254,0.043300,0.220000,1.27000,720.00,0.87,Kepler-428 b,1.27000
1581,Kepler-43,b,3.02409490,0.046000,,3.23000,1950.00,1.32,Kepler-43 b,3.23000
1582,Kepler-430,b,35.96800000,0.224400,,,,1.17,Kepler-430 b,
1583,Kepler-430,c,110.97900000,0.475700,,,,1.17,Kepler-430 c,
1584,Kepler-431,b,6.80300000,0.071900,,,,1.07,Kepler-431 b,
1585,Kepler-431,c,8.70300000,0.084700,,,,1.07,Kepler-431 c,
1586,Kepler-431,d,11.92200000,0.104500,,,,1.07,Kepler-431 d,
1587,Kepler-432,b,52.50112900,0.301000,0.513400,5.41000,870.00,1.32,Kepler-432 b,5.41000
1588,Kepler-432,c,406.20000000,,0.498000,2.43000,870.00,1.32,Kepler-432 c,
1589,Kepler-433,b,5.33408384,0.067900,0.119000,2.82000,1870.00,1.46,Kepler-433 b,2.82000
1590,Kepler-434,b,12.87470990,0.114300,0.131000,2.86000,1240.00,1.20,Kepler-434 b,2.86000
1591,Kepler-435,b,8.60015360,0.094800,0.114000,0.84000,2070.00,1.54,Kepler-435 b,0.84000
1592,Kepler-436,b,64.00205000,0.339000,0.190000,,618.00,0.73,Kepler-436 b,
1593,Kepler-437,b,66.65062000,0.288000,0.020000,,417.00,0.71,Kepler-437 b,
1594,Kepler-438,b,35.23319000,0.166000,0.030000,,145.00,0.54,Kepler-438 b,
1595,Kepler-439,b,178.13960000,0.563000,0.030000,,693.00,0.88,Kepler-439 b,
1596,Kepler-44,b,3.24672930,0.044600,0.066000,1.00000,2250.00,1.12,Kepler-44 b,1.00000
1597,Kepler-440,b,101.11141000,0.242000,0.340000,,261.00,0.57,Kepler-440 b,
1598,Kepler-441,b,207.24820000,0.640000,0.100000,,284.00,0.57,Kepler-441 b,
1599,Kepler-442,b,112.30530000,0.409000,0.040000,,342.00,0.61,Kepler-442 b,
1600,Kepler-443,b,177.66930000,0.495000,0.110000,,779.00,0.74,Kepler-443 b,
1601,Kepler-444,b,3.60010530,0.041780,0.160000,,35.70,0.76,Kepler-444 b,
1602,Kepler-444,c,4.54588410,0.048810,0.310000,,35.70,0.76,Kepler-444 c,
1603,Kepler-444,d,6.18939200,0.060000,0.180000,,35.70,0.76,Kepler-444 d,
1604,Kepler-444,e,7.74349300,0.069600,0.100000,,35.70,0.76,Kepler-444 e,
1605,Kepler-444,f,9.74048600,0.081100,0.290000,,35.70,0.76,Kepler-444 f,
1606,Kepler-445,b,2.98415100,,0.000000,,90.00,0.18,Kepler-445 b,
1607,Kepler-445,c,4.87122900,,0.000000,,90.00,0.18,Kepler-445 c,
1608,Kepler-445,d,8.15275000,,0.000000,,90.00,0.18,Kepler-445 d,
1609,Kepler-446,b,1.56540900,,0.000000,,120.00,0.22,Kepler-446 b,
1610,Kepler-446,c,3.03617900,,0.000000,,120.00,0.22,Kepler-446 c,
1611,Kepler-446,d,5.14892100,,0.000000,,120.00,0.22,Kepler-446 d,
1612,Kepler-447,b,7.79430132,0.076900,0.123000,1.37000,,1.00,Kepler-447 b,1.37000
1613,Kepler-449,b,12.58242000,,0.030000,,,0.97,Kepler-449 b,
1614,Kepler-449,c,33.67270000,,0.050000,,,0.97,Kepler-449 c,
1615,Kepler-45,b,2.45523900,0.030000,0.110000,0.50500,333.00,0.59,Kepler-45 b,0.50500
1616,Kepler-450,b,28.45485100,,0.020000,,,1.35,Kepler-450 b,
1617,Kepler-450,c,15.41313500,,0.020000,,,1.35,Kepler-450 c,
1618,Kepler-450,d,7.51464000,,0.140000,,,1.35,Kepler-450 d,
1619,Kepler-452,b,384.84300000,1.046000,,,,1.04,Kepler-452 b,
1620,Kepler-453,b,240.50300000,0.790300,0.035900,0.00063,,0.94,Kepler-453 b,0.00063
1621,Kepler-454,b,10.57375339,0.095400,0.000000,0.02152,,1.03,Kepler-454 b,0.02152
1622,Kepler-454,c,523.90000000,,0.021400,4.46000,,1.03,Kepler-454 c,
1623,Kepler-46,b,33.60134000,0.196800,0.010000,6.00000,855.00,0.90,Kepler-46 b,6.00000
1624,Kepler-46,c,57.01100000,0.279900,0.014600,0.37600,855.00,0.90,Kepler-46 c,0.37600
1625,Kepler-46,d,6.76658900,0.067000,,,855.00,0.90,Kepler-46 d,
1626,Kepler-47,b,49.53200000,0.296200,0.035000,2.00000,1500.00,1.05,Kepler-47 b,2.00000
1627,Kepler-47,c,303.13700000,0.991000,0.411000,28.00000,1500.00,1.05,Kepler-47 c,28.00000
1628,Kepler-48,b,4.77798030,,,5.94000,,0.88,Kepler-48 b,5.94000
1629,Kepler-48,c,9.67392830,,,11.61000,,0.88,Kepler-48 c,11.61000
1630,Kepler-48,d,42.89610000,,,0.02500,,0.88,Kepler-48 d,0.02500
1631,Kepler-48,e,982.00000000,,,2.06700,,0.88,Kepler-48 e,2.06700
1632,Kepler-49,b,7.20379450,,,0.98000,,0.55,Kepler-49 b,0.98000
1633,Kepler-49,c,10.91293430,,,0.72000,,0.55,Kepler-49 c,0.72000
1634,Kepler-49,d,2.57654900,0.031000,,,,0.55,Kepler-49 d,
1635,Kepler-49,e,18.59610800,0.116000,,,,0.55,Kepler-49 e,
1636,Kepler-5,b,3.54846570,0.053800,,2.11100,,1.37,Kepler-5 b,2.11100
1637,Kepler-50,b,7.81254000,0.077000,,,,1.24,Kepler-50 b,
1638,Kepler-50,c,9.37647000,0.087000,,,,1.24,Kepler-50 c,
1639,Kepler-51,b,45.15400000,0.251400,0.040000,0.00700,,1.04,Kepler-51 b,0.00700
1640,Kepler-51,c,85.31200000,0.384000,0.014000,0.01300,,1.04,Kepler-51 c,0.01300
1641,Kepler-51,d,130.19400000,0.509000,0.008000,0.02400,,1.04,Kepler-51 d,0.02400
1642,Kepler-52,b,7.87735650,,,8.70000,,0.54,Kepler-52 b,8.70000
1643,Kepler-52,c,16.38500210,,,10.41000,,0.54,Kepler-52 c,10.41000
1644,Kepler-52,d,36.44517100,0.182000,,,,0.54,Kepler-52 d,
1645,Kepler-53,b,18.64895250,,,18.41000,,0.98,Kepler-53 b,18.41000
1646,Kepler-53,c,38.55830380,,,15.74000,,0.98,Kepler-53 c,15.74000
1647,Kepler-53,d,9.75196200,0.091000,,,,0.98,Kepler-53 d,
1648,Kepler-54,b,8.01094340,,,0.92000,,0.51,Kepler-54 b,0.92000
1649,Kepler-54,c,12.07172490,,,0.37000,,0.51,Kepler-54 c,0.37000
1650,Kepler-54,d,20.99569400,0.126000,,,,0.51,Kepler-54 d,
1651,Kepler-55,b,27.94814490,,,1.49000,,0.62,Kepler-55 b,1.49000
1652,Kepler-55,c,42.15164180,,,1.11000,,0.62,Kepler-55 c,1.11000
1653,Kepler-55,d,2.21109900,0.029000,,,,0.62,Kepler-55 d,
1654,Kepler-55,e,4.61753400,0.048000,,,,0.62,Kepler-55 e,
1655,Kepler-55,f,10.19854500,0.081000,,,,0.62,Kepler-55 f,
1656,Kepler-56,b,10.50160000,0.102800,,0.07000,,1.32,Kepler-56 b,0.07000
1657,Kepler-56,c,21.40239000,0.165200,,0.57000,,1.32,Kepler-56 c,0.57000
1658,Kepler-57,b,5.72931960,,,18.86000,,0.83,Kepler-57 b,18.86000
1659,Kepler-57,c,11.60925670,,,6.95000,,0.83,Kepler-57 c,6.95000
1660,Kepler-58,b,10.21849540,,,1.39000,,0.95,Kepler-58 b,1.39000
1661,Kepler-58,c,15.57415680,,,2.19000,,0.95,Kepler-58 c,2.19000
1662,Kepler-58,d,40.10137100,0.236000,,,,0.95,Kepler-58 d,
1663,Kepler-59,b,11.86817070,,,2.05000,,1.04,Kepler-59 b,2.05000
1664,Kepler-59,c,17.98012350,,,1.37000,,1.04,Kepler-59 c,1.37000
1665,Kepler-6,b,3.23469960,0.048520,,0.66800,,1.21,Kepler-6 b,0.66800
1666,Kepler-60,b,7.13340000,,,0.01318,,1.04,Kepler-60 b,0.01318
1667,Kepler-60,c,8.91870000,,,0.01211,,1.04,Kepler-60 c,0.01211
1668,Kepler-60,d,11.89810000,,,0.01309,,1.04,Kepler-60 d,0.01309
1669,Kepler-61,b,59.87756000,,0.250000,,,0.64,Kepler-61 b,
1670,Kepler-62,b,5.71493200,0.055300,,0.03000,368.00,0.69,Kepler-62 b,0.03000
1671,Kepler-62,c,12.44170000,0.092900,,0.01300,368.00,0.69,Kepler-62 c,0.01300
1672,Kepler-62,d,18.16406000,0.120000,,0.04400,368.00,0.69,Kepler-62 d,0.04400
1673,Kepler-62,e,122.38740000,0.427000,,0.11300,368.00,0.69,Kepler-62 e,0.11300
1674,Kepler-62,f,267.29100000,0.718000,,0.11000,368.00,0.69,Kepler-62 f,0.11000
1675,Kepler-63,b,9.43415050,0.080000,0.450000,0.37800,200.00,0.98,Kepler-63 b,0.37800
1676,Kepler-65,b,2.15491000,0.035000,,,,1.25,Kepler-65 b,
1677,Kepler-65,c,5.85994400,0.068000,,,,1.25,Kepler-65 c,
1678,Kepler-65,d,8.13123000,0.084000,,,,1.25,Kepler-65 d,
1679,Kepler-66,b,17.81581500,0.135200,,,1107.00,1.04,Kepler-66 b,
1680,Kepler-67,b,15.72590000,0.117100,,,1107.00,0.86,Kepler-67 b,
1681,Kepler-68,b,5.39876300,0.061700,0.000000,0.02600,135.00,1.08,Kepler-68 b,0.02600
1682,Kepler-68,c,9.60508500,0.090590,0.000000,0.01500,135.00,1.08,Kepler-68 c,0.01500
1683,Kepler-68,d,580.00000000,1.400000,0.180000,0.94700,135.00,1.08,Kepler-68 d,
1684,Kepler-69,b,13.72234100,0.094000,0.160000,,,0.81,Kepler-69 b,
1685,Kepler-69,c,242.46130000,0.640000,0.140000,,,0.81,Kepler-69 c,
1686,Kepler-7,b,4.88548920,0.060670,,0.44100,,1.36,Kepler-7 b,0.44100
1687,Kepler-74,b,7.34071100,0.078100,0.000000,0.63000,1330.00,1.18,Kepler-74 b,0.63000
1688,Kepler-75,b,8.88491160,0.081800,0.570000,10.10000,1140.00,0.91,Kepler-75 b,10.10000
1689,Kepler-76,b,1.54492980,0.027400,,2.01000,,1.20,Kepler-76 b,2.01000
1690,Kepler-77,b,3.57878087,0.045010,0.000000,0.43000,570.00,0.95,Kepler-77 b,0.43000
1691,Kepler-78,b,0.35500000,,0.000000,0.00600,,0.76,Kepler-78 b,0.00600
1692,Kepler-79,b,13.48450000,0.117000,0.015000,0.03430,,1.17,Kepler-79 b,0.03430
1693,Kepler-79,c,27.40290000,0.187000,0.030000,0.01900,,1.17,Kepler-79 c,0.01900
1694,Kepler-79,d,52.09020000,0.287000,0.025000,0.01900,,1.17,Kepler-79 d,0.01900
1695,Kepler-79,e,81.06590000,0.386000,0.012000,0.01300,,1.17,Kepler-79 e,0.01300
1696,Kepler-8,b,3.52249910,0.047400,,0.59000,1330.00,1.21,Kepler-8 b,0.59000
1697,Kepler-80,b,7.05300000,,,,,0.72,Kepler-80 b,
1698,Kepler-80,c,9.52200000,,,,,0.72,Kepler-80 c,
1699,Kepler-80,d,3.07218600,0.037000,,,,0.72,Kepler-80 d,
1700,Kepler-80,e,4.64538700,0.049000,,,,0.72,Kepler-80 e,
1701,Kepler-81,b,5.95500000,,,,,0.64,Kepler-81 b,
1702,Kepler-81,c,12.04000000,,,,,0.64,Kepler-81 c,
1703,Kepler-81,d,20.83784600,0.128000,,,,0.64,Kepler-81 d,
1704,Kepler-82,b,26.44400000,,,,,0.85,Kepler-82 b,
1705,Kepler-82,c,51.53800000,,,,,0.85,Kepler-82 c,
1706,Kepler-82,d,2.38296100,0.034000,,,,0.85,Kepler-82 d,
1707,Kepler-82,e,5.90220600,0.063000,,,,0.85,Kepler-82 e,
1708,Kepler-83,b,9.77000000,,,,,0.66,Kepler-83 b,
1709,Kepler-83,c,20.09000000,,,,,0.66,Kepler-83 c,
1710,Kepler-83,d,5.16979600,0.051000,,,,0.66,Kepler-83 d,
1711,Kepler-84,b,8.72600000,,,,,1.00,Kepler-84 b,
1712,Kepler-84,c,12.88300000,,,,,1.00,Kepler-84 c,
1713,Kepler-84,d,4.22453700,0.052000,,,,1.00,Kepler-84 d,
1714,Kepler-84,e,27.43438900,0.181000,,,,1.00,Kepler-84 e,
1715,Kepler-84,f,44.55216900,0.250000,,,,1.00,Kepler-84 f,
1716,Kepler-85,b,8.30600000,,,,,0.92,Kepler-85 b,
1717,Kepler-85,c,12.51300000,,,,,0.92,Kepler-85 c,
1718,Kepler-85,d,17.91323000,0.130000,,,,0.92,Kepler-85 d,
1719,Kepler-85,e,25.21675100,0.163000,,,,0.92,Kepler-85 e,
1720,Kepler-87,b,114.73635000,0.481000,0.036000,1.02000,,1.10,Kepler-87 b,1.02000
1721,Kepler-87,c,191.23180000,0.676000,0.039000,0.02000,,1.10,Kepler-87 c,0.02000
1722,Kepler-9,b,19.24000000,0.140000,0.150000,0.25200,650.00,1.07,Kepler-9 b,0.25200
1723,Kepler-9,c,38.91000000,0.225000,0.130000,0.17100,650.00,1.07,Kepler-9 c,0.17100
1724,Kepler-9,d,1.59285100,0.027300,,,650.00,1.07,Kepler-9 d,
1725,Kepler-91,b,6.24658000,0.073100,,0.81000,1030.00,1.31,Kepler-91 b,0.81000
1726,Kepler-92,b,13.74900000,,,0.20200,,1.21,Kepler-92 b,0.20200
1727,Kepler-92,c,26.72300000,,,0.01900,,1.21,Kepler-92 c,0.01900
1728,Kepler-92,d,49.35680000,,0.070000,,,1.21,Kepler-92 d,
1729,Kepler-93,b,4.72673978,0.053000,0.000000,0.01265,,0.91,Kepler-93 b,0.01265
1730,Kepler-93,c,1460.00000000,,,3.00000,,0.91,Kepler-93 c,3.00000
1731,Kepler-94,b,2.50806000,,,0.03400,,0.81,Kepler-94 b,0.03400
1732,Kepler-94,c,820.30000000,,,9.83600,,0.81,Kepler-94 c,9.83600
1733,Kepler-95,b,11.52310000,,,0.04100,,1.08,Kepler-95 b,0.04100
1734,Kepler-96,b,16.23850000,,,0.02700,,1.00,Kepler-96 b,0.02700
1735,Kepler-97,b,2.58664000,,,0.01100,,0.94,Kepler-97 b,0.01100
1736,Kepler-97,c,789.00000000,,,1.08000,,0.94,Kepler-97 c,1.08000
1737,Kepler-98,b,1.54168000,,,0.01100,,0.99,Kepler-98 b,0.01100
1738,Kepler-99,b,4.60358000,,,0.01900,,0.79,Kepler-99 b,0.01900
1739,LkCa 15,b,,14.700000,,,,,LkCa 15 b,
1740,LkCa 15,c,,18.600000,,,,,LkCa 15 c,
1741,Lupus-TR-3,b,3.91405000,0.046400,0.000000,0.81000,2000.00,0.87,Lupus-TR-3 b,0.81000
1742,MOA 2007-BLG-192L,b,,0.620000,,0.01000,1000.00,0.06,MOA 2007-BLG-192L b,0.01000
1743,MOA 2007-BLG-400L,b,,0.720000,,0.83000,5800.00,0.30,MOA 2007-BLG-400L b,0.83000
1744,MOA 2008-BLG-310L,b,,1.250000,,0.23000,6000.00,0.67,MOA 2008-BLG-310L b,0.23000
1745,MOA 2008-BLG-379L,b,,3.300000,,4.10000,3300.00,0.56,MOA 2008-BLG-379L b,4.10000
1746,MOA 2009-BLG-266L,b,2774.00000000,3.200000,,0.03300,3040.00,0.56,MOA 2009-BLG-266L b,0.03300
1747,MOA 2009-BLG-319L,b,,2.400000,,0.16000,6100.00,0.38,MOA 2009-BLG-319L b,0.16000
1748,MOA 2009-BLG-387L,b,1982.00000000,1.820000,,2.56000,5690.00,0.19,MOA 2009-BLG-387L b,2.56000
1749,MOA 2010-BLG-073L,b,,1.210000,,11.00000,2800.00,0.16,MOA 2010-BLG-073L b,11.00000
1750,MOA 2010-BLG-328L,b,,0.920000,,0.02895,810.00,0.11,MOA 2010-BLG-328L b,0.02895
1751,MOA 2010-BLG-477L,b,,2.000000,,1.50000,2300.00,0.67,MOA 2010-BLG-477L b,1.50000
1752,MOA 2011-BLG-028L,b,,4.140000,,0.09439,7380.00,0.75,MOA 2011-BLG-028L b,0.09439
1753,MOA 2011-BLG-262L,b,,0.840000,,0.05663,7000.00,0.12,MOA 2011-BLG-262L b,0.05663
1754,MOA 2011-BLG-293L,b,,1.100000,,4.80000,7720.00,0.86,MOA 2011-BLG-293L b,4.80000
1755,MOA 2011-BLG-322L,b,,4.300000,,11.60000,7560.00,0.39,MOA 2011-BLG-322L b,11.60000
1756,MOA-bin-1L,b,,8.300000,,3.70000,5100.00,0.75,MOA-bin-1L b,3.70000
1757,NGC 2682 Sand 364,b,121.71000000,,0.350000,1.54000,,1.35,NGC 2682 Sand 364 b,
1758,NGC 2682 YBP 1194,b,6.95800000,,0.240000,0.34000,,1.01,NGC 2682 YBP 1194 b,
1759,NGC 2682 YBP 1514,b,5.11800000,,0.390000,0.40000,,0.96,NGC 2682 YBP 1514 b,
1760,NGC 4349 127,b,677.80000000,2.380000,0.190000,19.80000,2200.00,3.90,NGC 4349 127 b,
1761,NN Ser,c,5573.55000000,5.350000,0.080000,7.33000,500.00,0.54,NN Ser c,7.33000
1762,NN Ser,d,2883.50000000,3.430000,0.190000,2.30000,500.00,0.54,NN Ser d,2.30000
1763,NY Vir,b,2985.70000000,,0.440000,2.78000,,,NY Vir b,
1764,OGLE 2003-BLG-235L,b,,4.300000,,2.60000,5800.00,0.63,OGLE 2003-BLG-235L b,2.60000
1765,OGLE 2005-BLG-169L,b,,3.500000,,0.04436,4100.00,0.69,OGLE 2005-BLG-169L b,0.04436
1766,OGLE 2005-BLG-390L,b,3285.00000000,2.600000,,0.01700,6600.00,0.22,OGLE 2005-BLG-390L b,0.01700
1767,OGLE 2005-BLG-71L,b,,3.600000,,3.80000,3200.00,0.46,OGLE 2005-BLG-71L b,3.80000
1768,OGLE 2006-BLG-109L,b,1788.50000000,2.300000,,0.73000,1510.00,0.51,OGLE 2006-BLG-109L b,0.73000
1769,OGLE 2006-BLG-109L,c,4927.50000000,4.500000,0.150000,0.27000,1510.00,0.51,OGLE 2006-BLG-109L c,0.27000
1770,OGLE 2007-BLG-368L,b,,3.300000,,0.06000,5900.00,0.64,OGLE 2007-BLG-368L b,0.06000
1771,OGLE 2008-BLG-355L,b,,1.700000,,4.60000,6800.00,0.37,OGLE 2008-BLG-355L b,4.60000
1772,OGLE 2008-BLG-92L,b,,18.000000,,0.18000,8100.00,0.71,OGLE 2008-BLG-92L b,0.18000
1773,OGLE 2011-BLG-251L,b,,2.720000,,0.53000,2570.00,0.26,OGLE 2011-BLG-251L b,0.53000
1774,OGLE 2011-BLG-265L,b,,1.890000,,0.88000,4380.00,0.21,OGLE 2011-BLG-265L b,0.88000
1775,OGLE 2012-BLG-0563L,b,,0.900000,,0.39000,1300.00,0.34,OGLE 2012-BLG-0563L b,0.39000
1776,OGLE 2012-BLG-0724L,b,,1.600000,,0.47000,6700.00,0.29,OGLE 2012-BLG-0724L b,0.47000
1777,OGLE 2012-BLG-26L,b,,3.820000,,0.11000,4080.00,0.82,OGLE 2012-BLG-26L b,0.11000
1778,OGLE 2012-BLG-26L,c,,4.630000,,0.68000,4080.00,0.82,OGLE 2012-BLG-26L c,0.68000
1779,OGLE 2012-BLG-358L,b,,0.870000,,1.85000,1760.00,0.02,OGLE 2012-BLG-358L b,1.85000
1780,OGLE 2012-BLG-406L,b,,3.450000,,2.73000,4970.00,0.44,OGLE 2012-BLG-406L b,2.73000
1781,OGLE 2013-BLG-0723L B,b,,0.340000,,0.00217,490.00,0.03,OGLE 2013-BLG-0723L B b,0.00217
1782,OGLE 2013-BLG-102L,b,,0.800000,,12.56900,3040.00,0.10,OGLE 2013-BLG-102L b,12.56900
1783,OGLE 2013-BLG-341L B,b,,0.883000,,0.00730,1161.00,0.15,OGLE 2013-BLG-341L B b,0.00730
1784,OGLE 2014-BLG-124L,b,,3.110000,,0.51000,4100.00,0.71,OGLE 2014-BLG-124L b,0.51000
1785,OGLE 2015-BLG-0966L,b,,2.100000,,0.06607,2500.00,0.38,OGLE 2015-BLG-0966L b,0.06607
1786,OGLE-TR-056,b,1.21191890,0.023830,,1.39000,,1.23,OGLE-TR-056 b,1.39000
1787,OGLE-TR-10,b,3.10127800,0.043400,,0.62000,,1.14,OGLE-TR-10 b,0.62000
1788,OGLE-TR-111,b,4.01444630,0.047300,,,,0.85,OGLE-TR-111 b,
1789,OGLE-TR-113,b,1.43247520,0.022890,,1.26000,600.00,0.78,OGLE-TR-113 b,1.26000
1790,OGLE-TR-132,b,1.68986800,0.030350,,1.18000,2500.00,1.30,OGLE-TR-132 b,1.18000
1791,OGLE-TR-182,b,3.97910000,0.051000,0.000000,1.01000,,1.14,OGLE-TR-182 b,1.01000
1792,OGLE-TR-211,b,3.67724000,0.051000,0.000000,1.03000,,1.33,OGLE-TR-211 b,1.03000
1793,OGLE2-TR-L9,b,2.48553350,0.030800,,4.50000,,1.52,OGLE2-TR-L9 b,4.50000
1794,Oph 11,b,7300000.00000000,243.000000,,14.00000,125.00,0.02,Oph 11 b,14.00000
1795,PH1,b,138.31700000,0.652000,0.070200,0.53100,1000.00,1.53,PH1 b,0.53100
1796,PH2,b,282.52550000,0.828000,0.410000,,,0.94,PH2 b,
1797,POTS-1,b,3.16062960,0.037340,,2.31000,1200.00,0.69,POTS-1 b,2.31000
1798,PSR B1257+12,b,25.26200000,0.190000,0.000000,0.00006,600.00,,PSR B1257+12 b,0.00006
1799,PSR B1257+12,c,66.54190000,0.360000,0.018600,0.01353,600.00,,PSR B1257+12 c,0.01353
1800,PSR B1257+12,d,98.21140000,0.460000,,0.01227,600.00,,PSR B1257+12 d,0.01227
1801,PSR B1620-26,b,,23.000000,,2.50000,,1.35,PSR B1620-26 b,2.50000
1802,PSR J1719-1438,b,0.09070629,0.004400,0.060000,1.20000,1200.00,1.40,PSR J1719-1438 b,1.20000
1803,Pr0201,b,4.42640000,,0.000000,0.54000,,1.23,Pr0201 b,
1804,Pr0211,b,2.14610000,0.031760,0.011000,1.88000,,0.94,Pr0211 b,
1805,Pr0211,c,4850.00000000,5.500000,0.710000,7.79000,,0.94,Pr0211 c,
1806,Qatar-1,b,1.42002406,0.022980,,1.27500,,0.80,Qatar-1 b,1.27500
1807,Qatar-2,b,1.33711647,0.021530,0.000000,2.49400,,0.74,Qatar-2 b,2.49400
1808,ROXs 12,b,,210.000000,,16.00000,120.00,0.87,ROXs 12 b,16.00000
1809,ROXs 42 B,b,,157.000000,,9.00000,135.00,1.00,ROXs 42 B b,9.00000
1810,RR Cae,b,4343.50000000,5.300000,0.000000,4.20000,,0.44,RR Cae b,
1811,Ross 458,c,,1168.000000,,6.28536,11.43,,Ross 458 c,6.28536
1812,SR 12 AB,c,,,,13.00000,,,SR 12 AB c,13.00000
